ID;Time;Driver;DriverNumber;LapTime;LapNumber;Stint;Sector1Time;Sector2Time;Sector3Time;Compound;TyreLife;FreshTyre;Team;Position
181;   01:32:29.112   ;LEC;16;   00:01:33.95  0 ;23.0;2.0;33.67;42.004;18.276;HARD;2.0;True;Ferrari;10.0
182;   01:34:02.236   ;LEC;16;   00:01:33.124   ;24.0;2.0;33.033;41.996;18.095;HARD;3.0;True;Ferrari;8.0
183;   01:35:34.915   ;LEC;16;   00:01:32.679   ;25.0;2.0;32.837;41.842;18.0;HARD;4.0;True;Ferrari;7.0
184;   01:37:07.418   ;LEC;16;   00:01:32.503   ;26.0;2.0;32.615;41.797;18.091;HARD;5.0;True;Ferrari;6.0
185;   01:38:39.957   ;LEC;16;   00:01:32.539   ;27.0;2.0;32.763;41.776;18.0;HARD;6.0;True;Ferrari;6.0
186;   01:40:12.257   ;LEC;16;   00:01:32.3  00 ;28.0;2.0;32.578;41.708;18.014;HARD;7.0;True;Ferrari;6.0
187;   01:41:44.569   ;LEC;16;   00:01:32.312   ;29.0;2.0;32.48;41.777;18.055;HARD;8.0;True;Ferrari;6.0
188;   01:43:16.632   ;LEC;16;   00:01:32.063   ;30.0;2.0;32.398;41.749;17.916;HARD;9.0;True;Ferrari;6.0
189;   01:44:48.645   ;LEC;16;   00:01:32.013   ;31.0;2.0;32.271;41.809;17.933;HARD;10.0;True;Ferrari;5.0
190;   01:46:20.67  0 ;LEC;16;   00:01:32.025   ;32.0;2.0;32.302;41.781;17.942;HARD;11.0;True;Ferrari;4.0
191;   01:47:52.442   ;LEC;16;   00:01:31.772   ;33.0;2.0;32.183;41.682;17.907;HARD;12.0;True;Ferrari;4.0
