Id ;Time;Driver;DriverNumber;LapTime;LapNumber;Stint;Sector1Time;Sector2Time;Sector3Time;Compound;TyreLife;Team;Position
207; 01:01:29.585;SAR;2; 00:01:45.460;1.0;1.0;37303;31.169;30.765;MEDIUM;1.0;Williams;18.0
208; 01:03:08.003;SAR;2; 00:01:38.418;2.0;1.0;37.303;30.722;30.393;MEDIUM;2.0;Williams;18.0
209; 01:04:44.874;SAR;2; 00:01:36.871;3.0;1.0;36.326;30.341;30.204;MEDIUM;3.0;Williams;18.0
210; 01:06:21.418;SAR;2; 00:01:36.544;4.0;1.0;36.153;30.291;30.1;MEDIUM;4.0;Williams;18.0
211; 01:07:57.622;SAR;2; 00:01:36.204;5.0;1.0;35.938;30.121;30.145;MEDIUM;5.0;Williams;18.0
212; 01:09:33.825;SAR;2; 00:01:36.203;6.0;1.0;35.749;30.086;30.368;MEDIUM;6.0;Williams;17.0
213; 01:11:48.175;SAR;2; 00:02:14.350;7.0;1.0;46.83;41.873;45.647;MEDIUM;7.0;Williams;17.0
214; 01:14:45.442;SAR;2; 00:02:21.181;8.0;2.0;65.092;51.928;60.268;HARD;1.0;Williams;17.0
215; 01:17:06.623;SAR;2; 00:02:21.181;9.0;2.0;51.159;48.784;41.238;HARD;2.0;Williams;17.0
216; 01:18:46.764;SAR;2; 00:01:40.141;10.0;2.0;38.458;30.866;30.817;HARD;3.0;Williams;17.0
217; 01:20:23.232;SAR;2; 00:01:36.468;11.0;2.0;36.344;30.175;29.949;HARD;4.0;Williams;17.0
218; 01:21:58.874;SAR;2; 00:01:35.642;12.0;2.0;35.639;30.071;29.932;HARD;5.0;Williams;17.0
219; 01:23:34.625;SAR;2; 00:01:35.751;13.0;2.0;35.743;30.108;29.9;HARD;6.0;Williams;17.0
220; 01:25:09.832;SAR;2; 00:01:35.207;14.0;2.0;35.526;29.922;29.759;HARD;7.0;Williams;17.0
221; 01:26:45.433;SAR;2; 00:01:35.601;15.0;2.0;35.548;29.97;30.083;HARD;8.0;Williams;17.0
222; 01:28:21.495;SAR;2; 00:01:36.062;16.0;2.0;35.952;30.028;30.082;HARD;9.0;Williams;16.0
223; 01:29:57.831;SAR;2; 00:01:36.336;17.0;2.0;36.065;30.102;30.169;HARD;10.0;Williams;16.0
224; 01:31:33.870;SAR;2; 00:01:36.039;18.0;2.0;35.719;30.213;30.107;HARD;11.0;Williams;16.0
225; 01:33:09.231;SAR;2; 00:01:35.361;19.0;2.0;35.415;29.984;29.962;HARD;12.0;Williams;16.0
226; 01:34:44.482;SAR;2; 00:01:35.251;20.0;2.0;35.308;29.973;29.97;HARD;13.0;Williams;16.0
227; 01:36:19.564;SAR;2; 00:01:35.082;21.0;2.0;35.159;29.953;29.97;HARD;14.0;Williams;16.0
228; 01:37:55.165;SAR;2; 00:01:35.601;22.0;2.0;35.472;29.997;30.132;HARD;15.0;Williams;16.0
229; 01:39:30.181;SAR;2; 00:01:35.016;23.0;2.0;35.34;29.841;29.835;HARD;16.0;Williams;16.0
230; 01:41:05.314;SAR;2; 00:01:35.133;24.0;2.0;35.392;29.975;29.766;HARD;17.0;Williams;16.0
231; 01:42:41.853;SAR;2; 00:01:36.539;25.0;2.0;36.231;30.238;30.07;HARD;18.0;Williams;16.0
232; 01:44:18.350;SAR;2; 00:01:36.497;26.0;2.0;36.255;30.218;30.024;HARD;19.0;Williams;16.0
233; 01:45:54.548;SAR;2; 00:01:36.198;27.0;2.0;35.934;30.282;29.982;HARD;20.0;Williams;16.0
234; 01:47:30.434;SAR;2; 00:01:35.886;28.0;2.0;35.701;30.345;29.84;HARD;21.0;Williams;16.0
235; 01:49:06.481;SAR;2; 00:01:36.047;29.0;2.0;36.095;30.058;29.894;HARD;22.0;Williams;16.0
236; 01:50:42.231;SAR;2; 00:01:35.750;30.0;2.0;35.725;30.206;29.819;HARD;23.0;Williams;16.0
237; 01:52:18.110;SAR;2; 00:01:35.879;31.0;2.0;35.994;30.034;29.851;HARD;24.0;Williams;16.0
238; 01:53:54.007;SAR;2; 00:01:35.897;32.0;2.0;35.934;30.097;29.866;HARD;25.0;Williams;16.0
239; 01:55:29.707;SAR;2; 00:01:35.700;33.0;2.0;36.155;29.809;29.736;HARD;26.0;Williams;16.0
240; 01:57:04.550;SAR;2; 00:01:34.843;34.0;2.0;35.442;29.784;29.617;HARD;27.0;Williams;16.0
241; 01:58:39.266;SAR;2; 00:01:34.716;35.0;2.0;35.301;29.851;29.564;HARD;28.0;Williams;16.0
242; 02:00:13.842;SAR;2; 00:01:34.576;36.0;2.0;35.216;29.696;29.664;HARD;29.0;Williams;16.0
243; 02:01:48.070;SAR;2; 00:01:34.228;37.0;2.0;34.96;29.684;29.584;HARD;30.0;Williams;16.0
244; 02:03:21.833;SAR;2; 00:01:33.763;38.0;2.0;34.749;29.457;29.557;HARD;31.0;Williams;16.0
245; 02:04:55.803;SAR;2; 00:01:33.970;39.0;2.0;34.958;29.471;29.541;HARD;32.0;Williams;16.0
246; 02:06:29.350;SAR;2; 00:01:33.547;40.0;2.0;34.661;29.359;29.527;HARD;33.0;Williams;16.0
247; 02:08:03.188;SAR;2; 00:01:33.838;41.0;2.0;35.051;29.373;29.414;HARD;34.0;Williams;16.0
248; 02:09:36.836;SAR;2; 00:01:33.648;42.0;2.0;34.875;29.282;29.491;HARD;35.0;Williams;15.0
249; 02:11:10.602;SAR;2; 00:01:33.766;43.0;2.0;34.869;29.378;29.519;HARD;36.0;Williams;15.0
250; 02:12:45.817;SAR;2; 00:01:35.215;44.0;2.0;34.746;30.819;29.65;HARD;37.0;Williams;15.0
251; 02:14:19.894;SAR;2; 00:01:34.077;45.0;2.0;34.812;29.554;29.711;HARD;38.0;Williams;15.0
252; 02:15:54.035;SAR;2; 00:01:34.141;46.0;2.0;35.016;29.46;29.665;HARD;39.0;Williams;15.0
253; 02:17:27.753;SAR;2; 00:01:33.718;47.0;2.0;34.616;29.351;29.751;HARD;40.0;Williams;15.0
254; 02:19:01.136;SAR;2; 00:01:33.383;48.0;2.0;34.529;29.348;29.506;HARD;41.0;Williams;15.0
255; 02:20:34.162;SAR;2; 00:01:33.026;49.0;2.0;34.439;29.211;29.376;HARD;42.0;Williams;15.0
256; 01:01:27.284;MAG;20; 00:01:43.159;1.0;1.0;37419;30.722;30.711;MEDIUM;1.0;Haas F1 Team;12.0
257; 01:03:04.806;MAG;20; 00:01:37.522;2.0;1.0;37.419;30.138;29.965;MEDIUM;2.0;Haas F1 Team;12.0
258; 01:04:40.656;MAG;20; 00:01:35.850;3.0;1.0;35.815;30.103;29.932;MEDIUM;3.0;Haas F1 Team;12.0
259; 01:06:16.023;MAG;20; 00:01:35.367;4.0;1.0;35.537;29.956;29.874;MEDIUM;4.0;Haas F1 Team;12.0
260; 01:07:51.707;MAG;20; 00:01:35.684;5.0;1.0;35.781;30.081;29.822;MEDIUM;5.0;Haas F1 Team;12.0
261; 01:09:27.734;MAG;20; 00:01:36.027;6.0;1.0;35.769;30.206;30.052;MEDIUM;6.0;Haas F1 Team;11.0
262; 01:11:39.298;MAG;20; 00:02:11.564;7.0;1.0;42.881;42.987;45.696;MEDIUM;7.0;Haas F1 Team;11.0
263; 01:14:39.289;MAG;20; 00:02:25.832;8.0;2.0;66.188;54.869;58.97;HARD;1.0;Haas F1 Team;13.0
264; 01:17:05.121;MAG;20; 00:02:25.832;9.0;2.0;52.511;49.02;44.301;HARD;2.0;Haas F1 Team;13.0
265; 01:18:44.584;MAG;20; 00:01:39.463;10.0;2.0;38.527;30.559;30.377;HARD;3.0;Haas F1 Team;13.0
266; 01:20:20.620;MAG;20; 00:01:36.036;11.0;2.0;36.096;30.152;29.788;HARD;4.0;Haas F1 Team;13.0
267; 01:21:55.849;MAG;20; 00:01:35.229;12.0;2.0;35.57;29.944;29.715;HARD;5.0;Haas F1 Team;13.0
268; 01:23:30.911;MAG;20; 00:01:35.062;13.0;2.0;35.513;29.888;29.661;HARD;6.0;Haas F1 Team;13.0
269; 01:25:06.464;MAG;20; 00:01:35.553;14.0;2.0;35.596;30.154;29.803;HARD;7.0;Haas F1 Team;13.0
270; 01:26:42.210;MAG;20; 00:01:35.746;15.0;2.0;35.796;30.074;29.876;HARD;8.0;Haas F1 Team;13.0
271; 01:28:18.310;MAG;20; 00:01:36.100;16.0;2.0;36.392;30.091;29.617;HARD;9.0;Haas F1 Team;13.0
272; 01:29:54.931;MAG;20; 00:01:36.621;17.0;2.0;36.447;30.141;30.033;HARD;10.0;Haas F1 Team;12.0
273; 01:31:30.197;MAG;20; 00:01:35.266;18.0;2.0;35.237;30.01;30.019;HARD;11.0;Haas F1 Team;12.0
274; 01:33:05.417;MAG;20; 00:01:35.220;19.0;2.0;35.318;29.957;29.945;HARD;12.0;Haas F1 Team;12.0
275; 01:34:40.429;MAG;20; 00:01:35.012;20.0;2.0;35.225;29.959;29.828;HARD;13.0;Haas F1 Team;12.0
276; 01:36:15.352;MAG;20; 00:01:34.923;21.0;2.0;35.229;29.763;29.931;HARD;14.0;Haas F1 Team;12.0
277; 01:37:51.156;MAG;20; 00:01:35.804;22.0;2.0;35.779;38;30.017;HARD;15.0;Haas F1 Team;12.0
278; 01:39:27.354;MAG;20; 00:01:36.198;23.0;2.0;36.375;29.957;29.866;HARD;16.0;Haas F1 Team;12.0
279; 01:41:03.426;MAG;20; 00:01:36.072;24.0;2.0;36.264;29.983;29.825;HARD;17.0;Haas F1 Team;12.0
280; 01:42:39.981;MAG;20; 00:01:36.555;25.0;2.0;36.561;29.906;30.088;HARD;18.0;Haas F1 Team;12.0
281; 01:44:16.241;MAG;20; 00:01:36.260;26.0;2.0;36.579;29.808;29.873;HARD;19.0;Haas F1 Team;12.0
282; 01:45:52.463;MAG;20; 00:01:36.222;27.0;2.0;36.586;29.869;29.767;HARD;20.0;Haas F1 Team;12.0
283; 01:47:28.562;MAG;20; 00:01:36.099;28.0;2.0;36.373;29.681;30.045;HARD;21.0;Haas F1 Team;12.0
284; 01:49:04.359;MAG;20; 00:01:35.797;29.0;2.0;36.062;29.785;29.95;HARD;22.0;Haas F1 Team;12.0
285; 01:50:40.202;MAG;20; 00:01:35.843;30.0;2.0;36.329;29.725;29.789;HARD;23.0;Haas F1 Team;12.0
286; 01:52:16.263;MAG;20; 00:01:36.061;31.0;2.0;36.5;29.632;29.929;HARD;24.0;Haas F1 Team;12.0
287; 01:53:52.046;MAG;20; 00:01:35.783;32.0;2.0;36.336;29.651;29.796;HARD;25.0;Haas F1 Team;12.0
288; 01:55:27.746;MAG;20; 00:01:35.700;33.0;2.0;36.29;29.674;29.736;HARD;26.0;Haas F1 Team;12.0
289; 01:57:01.920;MAG;20; 00:01:34.174;34.0;2.0;34.753;29.681;29.74;HARD;27.0;Haas F1 Team;12.0
290; 01:58:35.843;MAG;20; 00:01:33.923;35.0;2.0;34.681;29.531;29.711;HARD;28.0;Haas F1 Team;12.0
291; 02:00:09.603;MAG;20; 00:01:33.760;36.0;2.0;34.509;29.557;29.694;HARD;29.0;Haas F1 Team;12.0
292; 02:01:43.119;MAG;20; 00:01:33.516;37.0;2.0;34.443;29.444;29.629;HARD;30.0;Haas F1 Team;12.0
293; 02:03:16.548;MAG;20; 00:01:33.429;38.0;2.0;34.416;29.388;29.625;HARD;31.0;Haas F1 Team;12.0
294; 02:04:49.751;MAG;20; 00:01:33.203;39.0;2.0;34.225;29.31;29.668;HARD;32.0;Haas F1 Team;12.0
295; 02:06:22.681;MAG;20; 00:01:32.930;40.0;2.0;34.213;29.233;29.484;HARD;33.0;Haas F1 Team;12.0
296; 02:07:55.536;MAG;20; 00:01:32.855;41.0;2.0;34.044;29.272;29.539;HARD;34.0;Haas F1 Team;12.0
297; 02:09:28.251;MAG;20; 00:01:32.715;42.0;2.0;33.954;29.285;29.476;HARD;35.0;Haas F1 Team;11.0
298; 02:11:01.153;MAG;20; 00:01:32.902;43.0;2.0;34.118;29.304;29.48;HARD;36.0;Haas F1 Team;11.0
299; 02:12:33.797;MAG;20; 00:01:32.644;44.0;2.0;33.941;29.301;29.402;HARD;37.0;Haas F1 Team;11.0
300; 02:14:06.435;MAG;20; 00:01:32.638;45.0;2.0;33.856;29.232;29.55;HARD;38.0;Haas F1 Team;11.0
301; 02:15:39.247;MAG;20; 00:01:32.812;46.0;2.0;33.97;29.396;29.446;HARD;39.0;Haas F1 Team;11.0
302; 02:17:11.585;MAG;20; 00:01:32.338;47.0;2.0;33.881;29.088;29.369;HARD;40.0;Haas F1 Team;11.0
303; 02:18:45.059;MAG;20; 00:01:33.474;48.0;2.0;34.893;29.227;29.354;HARD;41.0;Haas F1 Team;11.0
304; 02:20:18.496;MAG;20; 00:01:33.437;49.0;2.0;34.333;29.412;29.692;HARD;42.0;Haas F1 Team;11.0
305; 02:21:53.099;MAG;20; 00:01:34.603;50.0;2.0;35.144;29.638;29.821;HARD;43.0;Haas F1 Team;11.0
306; 01:01:26.656;TSU;22; 00:01:42.531;1.0;1.0;36.61;30.431;30.889;MEDIUM;1.0;RB;10.0
307; 01:03:03.529;TSU;22; 00:01:36.873;2.0;1.0;36.61;30.236;30.027;MEDIUM;2.0;RB;10.0
308; 01:04:39.232;TSU;22; 00:01:35.703;3.0;1.0;35.593;30.17;29.94;MEDIUM;3.0;RB;10.0
309; 01:06:14.610;TSU;22; 00:01:35.378;4.0;1.0;35.57;29.858;29.95;MEDIUM;4.0;RB;10.0
310; 01:07:50.199;TSU;22; 00:01:35.589;5.0;1.0;35.908;30.063;29.618;MEDIUM;5.0;RB;10.0
311; 01:09:26.474;TSU;22; 00:01:36.275;6.0;1.0;36.227;30.049;29.999;MEDIUM;6.0;RB;9.0
312; 01:11:37.388;TSU;22; 00:02:10.914;7.0;1.0;42.102;43.057;45.755;MEDIUM;7.0;RB;9.0
313; 01:14:36.977;TSU;22; 00:02:27.896;8.0;2.0;66.004;55.077;58.481;HARD;1.0;RB;11.0
314; 01:17:04.873;TSU;22; 00:02:27.896;9.0;2.0;52.921;49.579;45.396;HARD;2.0;RB;11.0
315; 01:18:44.095;TSU;22; 00:01:39.222;10.0;2.0;38.387;30.481;30.354;HARD;3.0;RB;12.0
316; 01:20:19.833;TSU;22; 00:01:35.738;11.0;2.0;36.072;29.954;29.712;HARD;4.0;RB;12.0
317; 01:21:55.096;TSU;22; 00:01:35.263;12.0;2.0;35.637;29.947;29.679;HARD;5.0;RB;12.0
318; 01:23:30.421;TSU;22; 00:01:35.325;13.0;2.0;35.622;30.067;29.636;HARD;6.0;RB;12.0
319; 01:25:05.996;TSU;22; 00:01:35.575;14.0;2.0;35.709;30.068;29.798;HARD;7.0;RB;12.0
320; 01:26:41.948;TSU;22; 00:01:35.952;15.0;2.0;35.754;29.936;30.262;HARD;8.0;RB;12.0
321; 01:28:17.943;TSU;22; 00:01:35.995;16.0;2.0;36.156;29.823;30.016;HARD;9.0;RB;12.0
322; 01:29:55.546;TSU;22; 00:01:37.603;17.0;2.0;37.518;30.111;29.974;HARD;10.0;RB;13.0
323; 01:31:30.913;TSU;22; 00:01:35.367;18.0;2.0;35.599;29.995;29.773;HARD;11.0;RB;13.0
324; 01:33:06.059;TSU;22; 00:01:35.146;19.0;2.0;35.486;29.895;29.765;HARD;12.0;RB;13.0
325; 01:34:41.119;TSU;22; 00:01:35.060;20.0;2.0;35.498;29.825;29.737;HARD;13.0;RB;13.0
326; 01:36:15.829;TSU;22; 00:01:34.710;21.0;2.0;35.457;29.701;29.552;HARD;14.0;RB;13.0
327; 01:37:51.527;TSU;22; 00:01:35.698;22.0;2.0;35.785;30.024;29.889;HARD;15.0;RB;13.0
328; 01:39:27.812;TSU;22; 00:01:36.285;23.0;2.0;36.367;30.077;29.841;HARD;16.0;RB;13.0
329; 01:41:03.694;TSU;22; 00:01:35.882;24.0;2.0;36.214;29.871;29.797;HARD;17.0;RB;13.0
330; 01:42:40.242;TSU;22; 00:01:36.548;25.0;2.0;36.806;29.671;30.071;HARD;18.0;RB;13.0
331; 01:44:16.904;TSU;22; 00:01:36.662;26.0;2.0;36.84;29.68;30.142;HARD;19.0;RB;13.0
332; 01:45:52.997;TSU;22; 00:01:36.093;27.0;2.0;36.464;29.707;29.922;HARD;20.0;RB;13.0
333; 01:47:28.665;TSU;22; 00:01:35.668;28.0;2.0;36.328;29.684;29.656;HARD;21.0;RB;13.0
334; 01:49:05.396;TSU;22; 00:01:36.731;29.0;2.0;37.282;29.817;29.632;HARD;22.0;RB;14.0
335; 01:50:41.437;TSU;22; 00:01:36.041;30.0;2.0;36.222;29.96;29.859;HARD;23.0;RB;14.0
336; 01:52:17.376;TSU;22; 00:01:35.939;31.0;2.0;36.193;29.85;29.896;HARD;24.0;RB;14.0
337; 01:53:53.070;TSU;22; 00:01:35.694;32.0;2.0;36.159;29.801;29.734;HARD;25.0;RB;14.0
338; 01:55:29.188;TSU;22; 00:01:36.118;33.0;2.0;36.774;29.635;29.709;HARD;26.0;RB;15.0
339; 01:57:03.956;TSU;22; 00:01:34.768;34.0;2.0;35.626;29.68;29.462;HARD;27.0;RB;15.0
340; 01:58:38.737;TSU;22; 00:01:34.781;35.0;2.0;35.49;29.639;29.652;HARD;28.0;RB;15.0
341; 02:00:13.095;TSU;22; 00:01:34.358;36.0;2.0;35.13;29.652;29.576;HARD;29.0;RB;15.0
342; 02:01:47.328;TSU;22; 00:01:34.233;37.0;2.0;34.974;29.635;29.624;HARD;30.0;RB;15.0
343; 02:03:21.289;TSU;22; 00:01:33.961;38.0;2.0;34.743;29.51;29.708;HARD;31.0;RB;15.0
344; 02:04:55.183;TSU;22; 00:01:33.894;39.0;2.0;34.876;29.508;29.51;HARD;32.0;RB;15.0
345; 02:06:28.784;TSU;22; 00:01:33.601;40.0;2.0;34.619;29.479;29.503;HARD;33.0;RB;15.0
346; 02:08:02.515;TSU;22; 00:01:33.731;41.0;2.0;34.725;29.443;29.563;HARD;34.0;RB;15.0
347; 02:09:36.138;TSU;22; 00:01:33.623;42.0;2.0;34.63;29.439;29.554;HARD;35.0;RB;14.0
348; 02:11:09.905;TSU;22; 00:01:33.767;43.0;2.0;34.621;29.542;29.604;HARD;36.0;RB;14.0
349; 02:12:43.428;TSU;22; 00:01:33.523;44.0;2.0;34.541;29.493;29.489;HARD;37.0;RB;14.0
350; 02:14:17.072;TSU;22; 00:01:33.644;45.0;2.0;34.656;29.394;29.594;HARD;38.0;RB;14.0
351; 02:15:52.033;TSU;22; 00:01:34.961;46.0;2.0;35.343;30.098;29.52;HARD;39.0;RB;14.0
352; 02:17:25.558;TSU;22; 00:01:33.525;47.0;2.0;34.567;29.343;29.615;HARD;40.0;RB;14.0
353; 02:18:59.398;TSU;22; 00:01:33.840;48.0;2.0;34.678;29.494;29.668;HARD;41.0;RB;14.0
354; 02:20:32.958;TSU;22; 00:01:33.560;49.0;2.0;34.63;29.419;29.511;HARD;42.0;RB;14.0
355; 01:01:27.751;ALB;23; 00:01:43.626;1.0;1.0;37.27;30.767;30.874;MEDIUM;1.0;Williams;13.0
356; 01:03:05.304;ALB;23; 00:01:37.553;2.0;1.0;37.27;30.174;30.109;MEDIUM;2.0;Williams;13.0
357; 01:04:41.290;ALB;23; 00:01:35.986;3.0;1.0;35.739;30.029;30.218;MEDIUM;3.0;Williams;13.0
358; 01:06:16.843;ALB;23; 00:01:35.553;4.0;1.0;35.715;29.935;29.903;MEDIUM;4.0;Williams;13.0
359; 01:07:52.433;ALB;23; 00:01:35.590;5.0;1.0;35.622;35;29.963;MEDIUM;5.0;Williams;13.0
360; 01:09:28.410;ALB;23; 00:01:35.977;6.0;1.0;35.791;30.052;30.134;MEDIUM;6.0;Williams;12.0
361; 01:11:40.023;ALB;23; 00:02:11.613;7.0;1.0;43.958;42.788;44.867;MEDIUM;7.0;Williams;12.0
362; 01:14:39.995;ALB;23; 00:02:25.427;8.0;2.0;67.007;54.858;58.118;HARD;1.0;Williams;14.0
363; 01:17:05.422;ALB;23; 00:02:25.427;9.0;2.0;53.012;49.079;43.336;HARD;2.0;Williams;14.0
364; 01:18:45.740;ALB;23; 00:01:40.318;10.0;2.0;39.036;30.557;30.725;HARD;3.0;Williams;15.0
365; 01:20:21.972;ALB;23; 00:01:36.232;11.0;2.0;36.04;30.082;30.11;HARD;4.0;Williams;15.0
366; 01:21:57.413;ALB;23; 00:01:35.441;12.0;2.0;35.514;29.964;29.963;HARD;5.0;Williams;15.0
367; 01:23:32.626;ALB;23; 00:01:35.213;13.0;2.0;35.449;29.919;29.845;HARD;6.0;Williams;15.0
368; 01:25:07.807;ALB;23; 00:01:35.181;14.0;2.0;35.471;29.892;29.818;HARD;7.0;Williams;15.0
369; 01:26:43.340;ALB;23; 00:01:35.533;15.0;2.0;35.647;29.917;29.969;HARD;8.0;Williams;15.0
370; 01:28:19.810;ALB;23; 00:01:36.470;16.0;2.0;36.164;30.114;30.192;HARD;9.0;Williams;15.0
371; 01:29:56.839;ALB;23; 00:01:37.029;17.0;2.0;36.439;30.263;30.327;HARD;10.0;Williams;15.0
372; 01:31:32.447;ALB;23; 00:01:35.608;18.0;2.0;35.803;29.832;29.973;HARD;11.0;Williams;15.0
373; 01:33:07.511;ALB;23; 00:01:35.064;19.0;2.0;35.426;29.708;29.93;HARD;12.0;Williams;15.0
374; 01:34:42.789;ALB;23; 00:01:35.278;20.0;2.0;35.644;29.864;29.77;HARD;13.0;Williams;15.0
375; 01:36:17.609;ALB;23; 00:01:34.820;21.0;2.0;35.308;29.749;29.763;HARD;14.0;Williams;15.0
376; 01:37:53.625;ALB;23; 00:01:36.016;22.0;2.0;36.002;29.959;30.055;HARD;15.0;Williams;15.0
377; 01:39:28.988;ALB;23; 00:01:35.363;23.0;2.0;35.496;29.899;29.968;HARD;16.0;Williams;15.0
378; 01:41:04.955;ALB;23; 00:01:35.967;24.0;2.0;35.696;30.115;30.156;HARD;17.0;Williams;15.0
379; 01:42:41.079;ALB;23; 00:01:36.124;25.0;2.0;36.148;30.089;29.887;HARD;18.0;Williams;15.0
380; 01:44:17.712;ALB;23; 00:01:36.633;26.0;2.0;36.635;29.905;30.093;HARD;19.0;Williams;15.0
381; 01:45:53.839;ALB;23; 00:01:36.127;27.0;2.0;36.103;30.185;29.839;HARD;20.0;Williams;15.0
382; 01:47:30.005;ALB;23; 00:01:36.166;28.0;2.0;35.985;30.096;30.085;HARD;21.0;Williams;15.0
383; 01:49:05.692;ALB;23; 00:01:35.687;29.0;2.0;36.139;29.81;29.738;HARD;22.0;Williams;15.0
384; 01:50:41.827;ALB;23; 00:01:36.135;30.0;2.0;36.098;30.204;29.833;HARD;23.0;Williams;15.0
385; 01:52:17.667;ALB;23; 00:01:35.840;31.0;2.0;36.024;29.855;29.961;HARD;24.0;Williams;15.0
386; 01:53:53.288;ALB;23; 00:01:35.621;32.0;2.0;36.014;29.983;29.624;HARD;25.0;Williams;15.0
387; 01:55:28.509;ALB;23; 00:01:35.221;33.0;2.0;35.946;29.662;29.613;HARD;26.0;Williams;14.0
388; 01:57:03.033;ALB;23; 00:01:34.524;34.0;2.0;35.596;29.417;29.511;HARD;27.0;Williams;14.0
389; 01:58:38.083;ALB;23; 00:01:35.050;35.0;2.0;35.697;29.481;29.872;HARD;28.0;Williams;14.0
390; 02:00:12.070;ALB;23; 00:01:33.987;36.0;2.0;34.779;29.469;29.739;HARD;29.0;Williams;14.0
391; 02:01:46.009;ALB;23; 00:01:33.939;37.0;2.0;34.692;29.501;29.746;HARD;30.0;Williams;14.0
392; 02:03:19.682;ALB;23; 00:01:33.673;38.0;2.0;34.538;29.376;29.759;HARD;31.0;Williams;14.0
393; 02:04:53.186;ALB;23; 00:01:33.504;39.0;2.0;34.722;29.231;29.551;HARD;32.0;Williams;14.0
394; 02:06:26.610;ALB;23; 00:01:33.424;40.0;2.0;34.576;29.217;29.631;HARD;33.0;Williams;14.0
395; 02:08:00.360;ALB;23; 00:01:33.750;41.0;2.0;34.761;29.3;29.689;HARD;34.0;Williams;14.0
396; 02:09:33.210;ALB;23; 00:01:32.850;42.0;2.0;34.546;29.01;29.294;HARD;35.0;Williams;13.0
397; 02:11:06.204;ALB;23; 00:01:32.994;43.0;2.0;34.116;29.271;29.607;HARD;36.0;Williams;12.0
398; 02:12:39.201;ALB;23; 00:01:32.997;44.0;2.0;34.316;29.167;29.514;HARD;37.0;Williams;12.0
399; 02:14:11.765;ALB;23; 00:01:32.564;45.0;2.0;34.171;29.009;29.384;HARD;38.0;Williams;12.0
400; 02:15:44.305;ALB;23; 00:01:32.540;46.0;2.0;34.109;29.046;29.385;HARD;39.0;Williams;12.0
401; 02:17:18.163;ALB;23; 00:01:33.858;47.0;2.0;35.331;29.094;29.433;HARD;40.0;Williams;12.0
402; 02:18:50.874;ALB;23; 00:01:32.711;48.0;2.0;34.315;28.916;29.48;HARD;41.0;Williams;12.0
403; 02:20:23.434;ALB;23; 00:01:32.560;49.0;2.0;34.145;29.008;29.407;HARD;42.0;Williams;12.0
404; 02:21:55.741;ALB;23; 00:01:32.307;50.0;2.0;33.975;28.993;29.339;HARD;43.0;Williams;12.0
405; 01:01:29.946;ZHO;24; 00:01:45.821;1.0;1.0;37329;30.973;30.724;MEDIUM;1.0;Kick Sauber;19.0
406; 01:03:08.485;ZHO;24; 00:01:38.539;2.0;1.0;37.329;30.946;30.264;MEDIUM;2.0;Kick Sauber;19.0
407; 01:04:45.717;ZHO;24; 00:01:37.232;3.0;1.0;36.3;30.556;30.376;MEDIUM;3.0;Kick Sauber;19.0
408; 01:06:22.243;ZHO;24; 00:01:36.526;4.0;1.0;36.001;30.359;30.166;MEDIUM;4.0;Kick Sauber;19.0
409; 01:07:58.481;ZHO;24; 00:01:36.238;5.0;1.0;35.861;30.252;30.125;MEDIUM;5.0;Kick Sauber;19.0
410; 01:09:35.553;ZHO;24; 00:01:37.072;6.0;1.0;35.967;30.415;30.69;MEDIUM;6.0;Kick Sauber;18.0
411; 01:11:48.313;ZHO;24; 00:02:12.760;7.0;1.0;46.611;41.796;44.353;MEDIUM;7.0;Kick Sauber;18.0
412; 01:14:34.813;ZHO;24; 00:02:29.482;8.0;1.0;51.283;57.079;58.137;MEDIUM;8.0;Kick Sauber;10.0
413; 01:17:04.295;ZHO;24; 00:02:29.482;9.0;1.0;53.818;49.413;46.251;MEDIUM;9.0;Kick Sauber;10.0
414; 01:18:42.712;ZHO;24; 00:01:38.417;10.0;1.0;37.871;30.292;30.254;MEDIUM;10.0;Kick Sauber;10.0
415; 01:20:18.407;ZHO;24; 00:01:35.695;11.0;1.0;35.805;36;29.884;MEDIUM;11.0;Kick Sauber;10.0
416; 01:21:53.405;ZHO;24; 00:01:34.998;12.0;1.0;35.228;29.896;29.874;MEDIUM;12.0;Kick Sauber;10.0
417; 01:23:28.760;ZHO;24; 00:01:35.355;13.0;1.0;35.518;29.938;29.899;MEDIUM;13.0;Kick Sauber;10.0
418; 01:25:05.418;ZHO;24; 00:01:36.658;14.0;1.0;36.466;29.899;30.293;MEDIUM;14.0;Kick Sauber;11.0
419; 01:26:41.471;ZHO;24; 00:01:36.053;15.0;1.0;35.646;30.059;30.348;MEDIUM;15.0;Kick Sauber;11.0
420; 01:28:17.536;ZHO;24; 00:01:36.065;16.0;1.0;35.904;29.92;30.241;MEDIUM;16.0;Kick Sauber;11.0
421; 01:29:53.418;ZHO;24; 00:01:35.882;17.0;1.0;35.909;29.916;30.057;MEDIUM;17.0;Kick Sauber;11.0
422; 01:31:28.884;ZHO;24; 00:01:35.466;18.0;1.0;35.43;30.013;30.023;MEDIUM;18.0;Kick Sauber;11.0
423; 01:33:04.291;ZHO;24; 00:01:35.407;19.0;1.0;35.361;30.027;30.019;MEDIUM;19.0;Kick Sauber;11.0
